ons_id,name,turnout,registered_voters,turnout_change,total_votes,win_margin,1st_place_party,1st_place_candidate,1st_place_votes,2nd_place_party,2nd_place_candidate,2nd_place_votes,3rd_place_party,3rd_place_candidate,3rd_place_votes,4th_place_party,4th_place_candidate,4th_place_votes,5th_place_party,5th_place_candidate,5th_place_votes,6th_place_party,6th_place_candidate,6th_place_votes,7th_place_party,7th_place_candidate,7th_place_votes,8th_place_party,8th_place_candidate,8th_place_votes,9th_place_party,9th_place_candidate,9th_place_votes,10th_place_party,10th_place_candidate,10th_place_votes,11th_place_party,11th_place_candidate,11th_place_votes,12th_place_party,12th_place_candidate,12th_place_votes,13th_place_party,13th_place_candidate,13th_place_votes
E14001179,Corby and East Northamptonshire,63.0,78787,-7.3,49167,6331,Labour,Lee Barron,21020,Conservative,Tom Pursglove,14689,Reform UK,Eddie McDonald,8760,Green,Lee Forster,2507,Liberal Democrat,Chris Lofts,2191,Independent,Karen Blott,422.0,,,,,,,,,,,,,,,,,,,,,
E14001180,Coventry East,49.0,75801,-9.4,35190,11623,Labour,Mary Creagh,18308,Reform UK,Iddrisu Sufyan,6685,Conservative,Sarah Lesadd,6240,Green,Stephen Gray,2730,Liberal Democrat,Mike Massimi,1227,Workers Party of Britain,Paul Bedson,1027.0,Trade Unionist and Socialist Coalition,Dave Nellist,797.0,,,,,,,,,,,,,,,,,,
E14001181,Coventry North West,56.0,75057,-9.0,41519,11174,Labour,Taiwo Owatemi,19696,Conservative,Tom Mercer,8522,Reform UK,Holly-Mae Nelson,7950,Green,Esther Reeves,3420,Liberal Democrat,Tom Holder,1931,Independent,Elizabeth Richards,511.0,,,,,,,,,,,,,,,,,,,,,
E14001182,Coventry South,56.0,76262,-9.9,41126,10201,Labour,Zarah Sultana,20361,Conservative,Mattie Heaven,10160,Reform UK,Chris Baddon,5711,Liberal Democrat,Stephen Richmond,2531,Green,Anne Patterson,2363,Workers Party of Britain,Mohammed Syed,777.0,Social Democratic Party,Alastair Mellon,334.0,Independent,Niko Omilana,263.0,Independent,Joshua Morland,231.0,,,,,,,,,,,,
S14000071,Cowdenbeath and Kirkcaldy,57.0,71845,-10.2,38000,7248,Labour,Melanie Ward,18662,Scottish National Party,Lesley Backhouse,11414,Conservative,Johnathan Gray,3203,Reform UK,Sonia Davidson,3128,Liberal Democrat,Fraser Graham,1593,Green,Mags Hall,1556.0,Alba,Neale Hanvey,1132.0,Scottish Libertarian Party,Calum Paul,126.0,,,,,,,,,,,,,,,
E14001183,Cramlington and Killingworth,60.0,76228,-6.0,44362,12820,Labour,Emma Foody,22274,Reform UK,Gordon Fletcher,9454,Conservative,Ian Levy,8592,Green,Ian Jones,2144,Liberal Democrat,Thom Campion,1898,Independent,Scott Lee,573.0,Independent,Dawn Furness,322.0,Social Democratic Party,Mathew Wilkinson,137.0,,,,,,,,,,,,,,,
E14001184,Crawley,60.0,76575,-7.4,43146,5235,Labour,Peter Lamb,17453,Conservative,Zack Ali,12218,Reform UK,Tim Charters,8447,Green,Iain Dickson,2621,Workers Party of Britain,Linda Bamieh,2407,Liberal Democrat,Lee Gibbs,2205.0,Trade Unionist and Socialist Coalition,Robin Burnham,153.0,Heritage Party,Dan Weir,138.0,,,,,,,,,,,,,,,
E14001185,Crewe and Nantwich,60.0,78423,-5.6,45986,9727,Labour,Connor Naismith,20837,Conservative,Ben Fletcher,11110,Reform UK,Matt Wood,9602,Liberal Democrat,Matt Theobald,2286,Green,Te Ata Browne,2151,Putting Crewe First,Brian Silvester,588.0,Workers Party of Britain,Phil Lane,373.0,Monster Raving Loony Party,Lord Psychobilly Tractor,250.0,,,,,,,,,,,,,,,
E14001186,Croydon East,57.0,76660,-10.1,43779,6825,Labour,Natasha Irons,18541,Conservative,Jason Cummings,11716,Reform UK,Scott Holman,5862,Green,Peter Underwood,4097,Liberal Democrat,Andrew Pelling,3563,,,,,,,,,,,,,,,,,,,,,,,,
E14001187,Croydon South,66.0,74968,-5.2,48593,2313,Conservative,Chris Philp,19757,Labour,Ben Taylor,17444,Liberal Democrat,Richard Howard,4384,Reform UK,Bob Bromley,4149,Green,Elaine Garrod,2859,Workers Party of Britain,Kulsum Hussin,612.0,Independent,Mark Samuel,173.0,,,,,,,,,,,,,,,,,,
E14001188,Croydon West,49.0,77942,-13.9,36664,14226,Labour,Sarah Jones,20612,Conservative,Simon Fox,6386,Green,Ria Patel,3851,Liberal Democrat,Jahir Hussain,3667,Reform UK,Vinayak Malhotra,2148,Workers Party of Britain,Ahsan Ullah,708.0,Taking The Initiative Party,Donna Murray-Turner,503.0,Trade Unionist and Socialist Coalition,April Ashley,247.0,,,,,,,,,,,,,,,
S14000072,Cumbernauld and Kirkintilloch,58.0,70350,-10.1,39682,4144,Labour,Katrina Murray,18513,Scottish National Party,Stuart McDonald,14369,Reform UK,Billy Ross,3167,Conservative,Satbir Gill,1939,Green,Anne McCrossan,1694,Liberal Democrat,Adam Harley,1294.0,,,,,,,,,,,,,,,,,,,,,
E14001189,Dagenham and Rainham,51.0,76478,-8.9,38112,7173,Labour,Margaret Mullane,16571,Reform UK,Kevin Godfrey,9398,Conservative,Sam Holland,6926,Green,Kim Arrowsmith,4184,Liberal Democrat,Francesca Flack,1033,Independent,Terence London,755.0,,,,,,,,,,,,,,,,,,,,,
E14001190,Darlington,60.0,70763,-5.8,42378,2298,Labour,Lola McEvoy,16621,Conservative,Peter Gibson,14323,Reform UK,Michael Walker,6852,Green,Matthew Snedker,2847,Liberal Democrat,Simon Thorley,1735,,,,,,,,,,,,,,,,,,,,,,,,
E14001191,Dartford,59.0,75426,-5.5,44488,1192,Labour,Jim Dickson,15392,Conservative,Gareth Johnson,14200,Reform UK,Lee Stranders,9523,Green,Laura Edie,3189,Liberal Democrat,Kyle Marsh,2184,,,,,,,,,,,,,,,,,,,,,,,,
E14001192,Daventry,66.0,80879,-8.8,53082,3012,Conservative,Stuart Andrew,17872,Labour,Marianne Kimani,14860,Reform UK,Scott Cameron,10636,Liberal Democrat,Jonathan Harris,6755,Green,Clare Slater,2959,,,,,,,,,,,,,,,,,,,,,,,,
E14001193,Derby North,57.0,71900,-8.5,40919,8915,Labour,Catherine Atkinson,18619,Conservative,Amanda Solloway,9704,Reform UK,Tim Prosser,7488,Green,Helen Hitchcock,3286,Liberal Democrat,John Sweeney,1822,,,,,,,,,,,,,,,,,,,,,,,,
E14001194,Derby South,51.0,72952,-7.6,35300,6002,Labour,Baggy Shanker,14503,Reform UK,Alan Graves,8501,Workers Party of Britain,Chris Williamson,5205,Conservative,Jamie Mulhall,5192,Green,Sam Ward,1899,Liberal Democrat,Joe Naitta,1807.0,Independent,Zephyr Tair,292.0,,,,,,,,,,,,,,,,,,
E14001195,Derbyshire Dales,70.0,73317,-5.6,50586,350,Labour,John Whitby,17759,Conservative,Sarah Dines,17409,Reform UK,Edward Oakenfull,7728,Liberal Democrat,Robert Court,4860,Green,Kelda Boothroyd,2830,Independent,Rachel Elnaugh-Love,369.0,True & Fair Party,Helen Wetherall,317.0,,,,,,,,,,,,,,,,,,
E14001196,Dewsbury and Batley,53.0,71685,-12.5,36730,6934,Independent,Iqbal Mohamed,15641,Labour,Heather Iqbal,8707,Reform UK,Johnathan Thackray,6152,Conservative,Lalit Suryawanshi,4182,Green,Simon Cope,2048,Liberal Democrat,John Rossington,1340.0,,,,,,,,,,,,,,,,,,,,,
E14001197,Didcot and Wantage,68.0,80689,-5.3,54491,6233,Liberal Democrat,Olly Glover,21793,Conservative,David Johnston,15560,Labour,Mocky Khan,8045,Reform UK,Steve Beatty,6400,Green,Sam Casey-Rerhaye,2693,Social Democratic Party,Kyn Pomlett,242.0,,,,,,,,,,,,,,,,,,,,,
E14001198,Doncaster Central,51.0,74678,-10.6,36444,9551,Labour,Sally Jameson,17515,Conservative,Nick Allen,7964,Reform UK,Surjit Duhre,7886,Green,Jennifer Rozenfelds,1880,Liberal Democrat,Greg Ruback,1199,Workers Party of Britain,Tosh McDonald,758.0,The Yorkshire Party,Andrew Walmsley,742.0,,,,,,,,,,,,,,,,,,
E14001199,Doncaster East and the Isle of Axholme,56.0,70154,-5.6,38986,2311,Labour,Lee Pitcher,15122,Conservative,Nick Fletcher,12811,Reform UK,Irwen Martin,8487,Green,Paul Garrett,1400,Liberal Democrat,Nicola Turner,1166,Climate Party,Michael Longfellow,146.0,,,,,,,,,,,,,,,,,,,,,
E14001200,Doncaster North,44.0,69759,-11.5,28234,9126,Labour,Ed Miliband,16231,Conservative,Glenn Bluff,7105,Social Democratic Party,Dave Bettney,1960,Green,Tony Nicholson,1778,British Democratic Party,Frank Calladine,1160,The Yorkshire Party,Christopher Dawson,1059.0,Liberal Democrat,Jonathan Harston,1045.0,Party of Women,Catherine Briggs,452.0,Trade Unionist and Socialist Coalition,Andy Hiles,212.0,,,,,,,,,,,,
E14001201,Dorking and Horley,70.0,71300,-7.4,49965,5391,Liberal Democrat,Chris Coghlan,20921,Conservative,Marisa Heath,15530,Reform UK,Craig Young,6898,Labour,Nadia Burrell,4053,Green,Lisa Scott,2563,,,,,,,,,,,,,,,,,,,,,,,,
E14001202,Dover and Deal,61.0,78801,-6.9,46366,7585,Labour,Mike Tapp,18940,Reform UK,Howard Cox,11355,Conservative,Stephen James,10370,Green,Christine Oliver,3106,Liberal Democrat,Penelope James,2595,Independent,Geoffrey Lymer,485.0,Independent,Ash Payne,369.0,English Democrats,Steve Laws,185.0,Heritage Party,Sylvia Petersen,168.0,Independent,Chris Tough,104.0,Workers Party of Britain,Colin Tasker,98.0,,,,,,
E14001203,Droitwich and Evesham,65.0,76624,-6.2,49370,8995,Conservative,Nigel Huddleston,19975,Labour,Chippie Kalebe-Nyamongo,10980,Reform UK,Sam Bastow,9456,Liberal Democrat,Oliver Walker,5131,Green,Neil Franks,3828,Social Democratic Party,Andrew Flaxman,239.0,,,,,,,,,,,,,,,,,,,,,
E14001204,Dudley,51.0,70151,-8.4,34182,1900,Labour,Sonia Kumar,12215,Conservative,Marco Longhi,10315,Reform UK,Andrew Southall,9442,Green,Zia Qari,1154,Liberal Democrat,Ian Flynn,1056,Independent,Shakeela Bibi,857.0,Workers Party of Britain,Aftab Hussain,621.0,Independent,Dharmanand Mortha,136.0,,,,,,,,,,,,,,,
E14001205,Dulwich and West Norwood,61.0,74265,-9.1,45082,18789,Labour,Helen Hayes,27356,Green,Pete Elliott,8567,Conservative,Leon Cook,3873,Liberal Democrat,Donna Harris,3485,Reform UK,Gary Stevens,1801,Independent,Mike Spenser,296.0,,,,,,,,,,,,,,,,,,,,,
S14000073,Dumfries and Galloway,58.0,78541,-10.0,44296,930,Conservative,John Cooper,13527,Scottish National Party,Tracey Little,12597,Labour,James Wallace,11767,Reform UK,Charles Keal,4313,Liberal Democrat,Iain McDonald,2092,Green,Laura Moodie,1249.0,Heritage Party,David Griffiths,230.0,,,,,,,,,,,,,,,,,,
S14000074,"Dumfriesshire, Clydesdale and Tweeddale",62.0,71900,-10.5,42518,4242,Conservative,David Mundell,14999,Scottish National Party,Kim Marshall,10757,Labour,Daniel Coleman,10140,Reform UK,David Kirkwood,3822,Liberal Democrat,Drummond Begg,2800,Green,Dominic Ashmole,1488.0,Scottish Family Party,Gareth Kirk,208.0,,,,,,,,,,,,,,,,,,
S14000075,Dundee Central,52.0,74221,-9.7,36747,675,Scottish National Party,Chris Law,15544,Labour,Richard McCready,14869,Liberal Democrat,Daniel Coleman,2402,Reform UK,Vicky McCann,2363,Conservative,Emma Farquhar,1569,Alba,Alan Ross,813.0,Trade Unionist and Socialist Coalition,Jim McFarlane,600.0,Scottish Family Party,Susan Ettle,357.0,Workers Party of Britain,Raymond Mennie,192.0,Independent,Niko Omilana,139.0,,,,,,,,,
S14000076,Dunfermline and Dollar,61.0,72824,-7.5,41796,8241,Labour,Graeme Downie,20336,Scottish National Party,Naz Anis-Miah,12095,Conservative,Thomas Heald,3297,Liberal Democrat,Lauren Buchanan-Quigley,3181,Reform UK,Udo van den Brock,2887,Green,Ryan Blackadder,2078.0,Independent,Graham Hadley,324.0,Scottish Family Party,Danny Smith,251.0,Independent,George Morton,88.0,,,,,,,,,,,,
E14001206,Dunstable and Leighton Buzzard,60.0,76742,-5.2,45968,667,Labour,Alex Mayer,14976,Conservative,Andrew Selous,14309,Reform UK,Harry Palmer,8071,Liberal Democrat,Emma Holland-Lindsay,6497,Green,Sukhinder Hundal,2115,English Democrats,Antonio Vitiello,77.0,,,,,,,,,,,,,,,,,,,,,
W07000096,Dwyfor Meirionnydd,55.0,73042,-14.3,38717,15876,Plaid Cymru,Liz Saville Roberts,21788,Labour,Joanna Stallard,5912,Reform UK,Lucy Murphy,4857,Conservative,Tomos Day,4712,Green,Karl Drinkwater,1448,Liberal Democrat,Phoebe Jenkins,1381.0,Heritage Party,Joan Ginsberg,297.0,,,,,,,,,,,,,,,,,,
E14001207,Ealing Central and Acton,61.0,78436,-9.4,45290,13995,Labour,Rupa Huq,22340,Conservative,James Windsor-Clive,8345,Liberal Democrat,Alastair Mitton,6056,Green,Kate Crossland,5444,Reform UK,Felix Orrell,3105,Workers Party of Britain,Nada Jarche,1766.0,Social Democratic Party,Stephen Balogh,410.0,Independent,Julie Carter,303.0,,,,,,,,,,,,,,,
E14001208,Ealing North,58.0,74820,-9.0,39950,12519,Labour,James Murray,20663,Conservative,Maria Khan,8144,Green,Natalia Kubica,4056,Reform UK,Leon Harris,3948,Workers Party of Britain,Sam Habeeb,3139,Liberal Democrat,Craig O’Donnell,2543.0,Independent,Helmi Alharahsheh,499.0,Social Democratic Party,Les Beaumont,240.0,,,,,,,,,,,,,,,
E14001209,Ealing Southall,60.0,78669,-8.4,41632,15793,Labour,Deirdre Costigan,23000,Conservative,Georgie Callé,7207,Green,Neil Reynolds,4356,Workers Party of Britain,Darshan Azad,4237,Liberal Democrat,Tariq Mahmood,2832,Reform UK,Steve Chilcott,2585.0,Independent,Niko Omilana,740.0,Independent,Sangeet Bhail,557.0,Rejoin EU,Peter Ward,475.0,Independent,Joe Bhangu,319.0,Independent,Jaginder Singh,295.0,Independent,Pedro Da Conceicao,213.0,,,
E14001210,Earley and Woodley,62.0,73548,-10.5,45914,848,Labour,Yuan Yang,18209,Conservative,Pauline Jorgensen,17361,Liberal Democrat,Tahir Maher,6142,Green,Gary Shacklady,3418,Social Democratic Party,Alastair Hunter,784,,,,,,,,,,,,,,,,,,,,,,,,
E14001211,Easington,50.0,69411,-7.4,33513,6542,Labour,Grahame Morris,16774,Reform UK,Lynn Murphy,10232,Conservative,Joanne Howey,3753,North East Party,Mary Cartwright,1581,Green,Stephen Ashfield,1173,Liberal Democrat,Tony Ferguson,811.0,,,,,,,,,,,,,,,,,,,,,
N05000005,East Antrim,54.0,73302,-3.3,38215,1306,Democratic Unionist Party,Sammy Wilson,11462,Alliance Party,Danny Donnelly,10156,Ulster Unionist Party ,John Stewart,9476,Traditional Unionist Voice,Matthew Warwick,4135,Sinn Fein,Oliver McMullan,2986,Social Democratic & Labour Party,Margaret Anne McKillop,892.0,Green,Mark Bailey,568.0,,,,,,,,,,,,,,,,,,
E14001212,East Grinstead and Uckfield,67.0,75385,-12.3,48357,8480,Conservative,Mims Davies,19319,Liberal Democrat,Benedict Dempsey,10839,Labour,Ben Cox,10440,Green,Christina Coleman,5277,Independent,Ian Gibson,2482,English Democrats,William Highton,2036.0,,,,,,,,,,,,,,,,,,,,,
E14001213,East Ham,48.0,79086,-18.7,35719,12863,Labour,Stephen Timms,19570,Independent,Tahir Mirza,6707,Green,Rosie Pearce,4226,Conservative,Maria Higson,3876,Reform UK,Daniel Oxley,1340,Liberal Democrat,Hillary Briffa,1210.0,Independent,Anand Sundar,578.0,Independent,Sathish Ramadoss,385.0,,,,,,,,,,,,,,,
E14001214,East Hampshire,70.0,71965,-7.8,49590,1275,Conservative,Damian Hinds,18509,Liberal Democrat,Dominic Martin,17234,Reform UK,Matthew Kellermann,6476,Labour,Lucy Sims,4967,Green,Richard Knight,2404,Hampshire Independents,Jim Makin,364.0,Social Democratic Party,Sara Smith,152.0,,,,,,,,,,,,,,,,,,
S14000077,East Kilbride and Strathaven,61.0,76415,-7.7,45042,9057,Labour,Joani Reid,22682,Scottish National Party,Grant Costello,13625,Conservative,Ross Lambie,3547,Reform UK,David Mills,3377,Green,Ann McGuinness,1811,Liberal Democrat,Aisha Mir,1074.0,Scottish Family Party,David Richardson,505.0,UK Independence Party,Donald MacKay,86.0,,,,,,,,,,,,,,,
N05000006,East Londonderry,55.0,75707,-2.4,36190,179,Democratic Unionist Party,Gregory Campbell,11506,Sinn Fein,Kathleen McGurk,11327,Social Democratic & Labour Party,Cara Hunter,5260,Traditional Unionist Voice,Allister Kyle,4363,Alliance Party,Richard Stewart,3734,Ulster Unionist Party ,Glen Miller,3412.0,Aontú,Gemma Brolly,1043.0,Green,Jen McCahon,445.0,Conservative,Claire Scull,187.0,,,,,,,,,,,,
S14000021,East Renfrewshire,68.0,73380,-7.5,47813,8421,Labour,Blair McDougall,21935,Scottish National Party,Kirsten Oswald,13514,Conservative,Sandesh Gulhane,8494,Reform UK,Matt Alexander,2360,Green,Karen Sharkey,1510,Liberal Democrat,Alan Grant,1150.0,Scottish Family Party,Maria Reid,487.0,Liberal Party,Allan Steele,481.0,Independence for Scotland Party,Colette Walker,296.0,,,,,,,,,,,,
E14001215,East Surrey,67.0,73307,-3.3,47724,7450,Conservative,Claire Coutinho,17502,Labour,Tom Bowell,10052,Liberal Democrat,Claire Malcomson,8833,Reform UK,Chris Scott,8380,Green,Shasha Khan,2957,Independent,Judy Moore,1145.0,Monster Raving Loony Party,Martin Hogbin,327.0,,,,,,,,,,,,,,,,,,
E14001216,East Thanet,57.0,74940,-7.9,41683,6971,Labour,Polly Billington,17054,Conservative,Helen Harrison,10083,Reform UK,Paul Webb,8591,Green,Steve Roberts,4590,Liberal Democrat,Jai Singh,1365,Independent,Grahame Birchall,563.0,Independent,Paul Holton,369.0,Independent,Mo Shafaei,98.0,,,,,,,,,,,,,,,
E14001217,East Wiltshire,65.0,72409,-3.7,46915,4716,Conservative,Danny Kruger,16849,Labour,Rob Newman,12133,Liberal Democrat,David Kinnaird,8204,Reform UK,Stephen Talbot,7885,Green,Emily Herbert,1844,True & Fair Party,Pete Force-Jones,278.0,,,,,,,,,,,,,,,,,,,,,
E14001218,East Worthing and Shoreham,66.0,74738,-4.7,48316,9519,Labour,Tom Rutland,22120,Conservative,Leila Williams,12601,Reform UK,Lionel Harman,7169,Green,Debbie Woudman,3246,Liberal Democrat,David Batchelor,3180,Independent,Frank Ward,320.0,Independent,John Greenshields,273.0,Independent,Ivana Forman,169.0,,,,,,,,,,,,,,,
E14001219,Eastbourne,63.0,72592,-7.1,45451,12204,Liberal Democrat,Josh Babarinde,23742,Conservative,Caroline Ansell,11538,Reform UK,Mark Ashdown,6061,Labour,Paul Richards,2689,Green,Mike Munson,1421,UK Independence Party,Ian Garbutt,154.0,,,,,,,,,,,,,,,,,,,,,
E14001220,Eastleigh,66.0,69965,-4.5,45953,1546,Liberal Democrat,Liz Jarvis,15970,Conservative,Samuel Joynson,14424,Labour,Daniel Shearer,7005,Reform UK,Clare Fawcett,6151,Green,Ben Parry,2403,Independent,Russ Kitching,467.0,,,,,,,,,,,,,,,,,,,,,
S14000078,Edinburgh East and Musselburgh,60.0,76188,-9.2,43261,3715,Labour,Chris Murray,18790,Scottish National Party,Tommy Sheppard,15075,Green,Amanda Grimm,4669,Conservative,Marie-Clair Munro,2598,Reform UK,Derek Winton,2129,Liberal Democrat,Charles Dundas,1949.0,Independent,Jane Gould,365.0,,,,,,,,,,,,,,,,,,
S14000079,Edinburgh North and Leith,63.0,78411,-13.6,46892,7268,Labour,Tracy Gilbert,20805,Scottish National Party,Deidre Brock,13537,Green,Kayleigh O'Neill,5417,Liberal Democrat,Mike Andersen,3879,Conservative,Joanna Mowat,3254,Reform UK,Alan Melville,1818.0,Socialist Labour Party,David Jacobsen,227.0,Scottish Family Party,Niel Deepnarain,210.0,Communist Party of Britain,Richard Shillcock,189.0,Independent,Caroline Waterloo,139.0,,,,,,,,,
S14000080,Edinburgh South,66.0,70839,-8.6,43718,17251,Labour,Ian Murray,24976,Scottish National Party,Simita Kumar,7725,Green,Jo Phillips,4270,Conservative,Christopher Cowdy,4001,Liberal Democrat,Andy Williamson,2746,Reform UK,Cameron Rose,1845.0,Independent,Alex Martin,466.0,Alba,Lynne Lyon,454.0,Scottish Family Party,Phil Holden,267.0,Independent,Mark Rowbotham,76.0,,,,,,,,,
S14000081,Edinburgh South West,62.0,73784,-9.2,43131,6217,Labour,Scott Arthur,18663,Scottish National Party,Joanna Cherry,12446,Conservative,Sue Webber,5558,Green,Dan Heap,3450,Liberal Democrat,Bruce Wilson,3014,Reform UK,Ian Harper,2087.0,Scottish Family Party,Richard Lucas,265.0,Independent,Marc Wilkinson,181.0,,,,,,,,,,,,,,,
S14000082,Edinburgh West,69.0,76490,-3.1,49780,16470,Liberal Democrat,Christine Jardine,26645,Scottish National Party,Euan Hyslop,10175,Labour,Michael Davidson,7854,Conservative,Alastair Shields,2897,Reform UK,Otto Inglis,2209,Green,James Puchowski,2100.0,Independent,David Henry,363.0,Independent,Nick Hornig,143.0,Scottish Libertarian Party,Tam Laird,85.0,,,,,,,,,,,,
E14001221,Edmonton and Winchmore Hill,54.0,75792,-10.0,38311,12632,Labour,Kate Osamor,20520,Conservative,Zoe Huggins,7888,Green,Luke Balnave,3681,Reform UK,Neville Watson,3501,Liberal Democrat,Tim Martin,2721,Independent,Khalid Sadur,1700.0,Workers Party of Britain,Denise Headley,668.0,Christian Peoples Alliance,Yemi Awolola,366.0,,,,,,,,,,,,,,,
E14001222,Ellesmere Port and Bromborough,59.0,70799,-4.4,41708,16908,Labour,Justin Madders,24186,Reform UK,Michael Aldred,7278,Conservative,Lee Evans,5210,Green,Harry Gorman,2706,Liberal Democrat,Chris Carubia,2328,Independent,Ruth Boulton,256.0,,,,,,,,,,,,,,,,,,,,,
E14001223,Eltham and Chislehurst,61.0,74224,-7.5,44639,8429,Labour,Clive Efford,20069,Conservative,Charlie Davis,11640,Reform UK,Mark Simpson,7428,Green,Sam Gabriel,3079,Liberal Democrat,Ulysse Abbate,2423,Workers Party of Britain,Sean Stewart,356.0,Independent,Arnold Tarling,307.0,Independent,Christian Hacking,173.0,Independent,John Courtneidge,91.0,,,,,,,,,,,,
E14001224,Ely and East Cambridgeshire,66.0,79112,-5.2,51721,495,Liberal Democrat,Charlotte Cane,17127,Conservative,Lucy Frazer,16632,Labour,Elizabeth McWilliams,9160,Reform UK,Ryan Coogan,6443,Green,Andy Cogan,2359,Monster Raving Loony Party,Hoo-Ray Henry,271.0,Social Democratic Party,Robert Bayley,172.0,Independent,Obi Monye,103.0,Independent,Rob Rawlins,102.0,,,,,,,,,,,,
E14001225,Enfield North,55.0,78770,-10.9,41376,12736,Labour,Feryal Clark,21368,Conservative,Chris Dey,8632,Reform UK,Stephen Bird,5146,Green,Isobel Whittaker,3713,Liberal Democrat,Guy Russo,2517,Independent,Ertan Karpazli,1448.0,Workers Party of Britain,Aishat Anifowoshe,668.0,,,,,,,,,,,,,,,,,,
E14001226,Epping Forest,58.0,72229,-9.6,41185,5682,Conservative,Neil Hudson,18038,Labour,Rosalind Doré,12356,Liberal Democrat,Jon Whitehouse,5268,Independent,Ed Pond,3037,Green,Simon Heap,2486,Shared Ground,Thomas Hall,568.0,,,,,,,,,,,,,,,,,,,,,
E14001227,Epsom and Ewell,70.0,77530,-4.4,53527,3686,Liberal Democrat,Helen Maguire,20674,Conservative,Mhairi Fraser,16988,Labour,Mark Todd,8325,Reform UK,Mayuran Senthilnathan,5795,Green,Stephen McKenna,1745,True & Fair Party,Gina Miller,845.0,Social Democratic Party,Damon Young,153.0,,,,,,,,,,,,,,,,,,
E14001228,Erewash,60.0,71497,-7.6,42655,5859,Labour,Adam Thompson,17224,Conservative,Maggie Throup,11365,Reform UK,Liam Booth-Isherwood,9162,Green,Brent Poland,2478,Liberal Democrat,James Archer,2426,Independent,John Kirby,351.0,,,,,,,,,,,,,,,,,,,,,
E14001229,Erith and Thamesmead,51.0,78886,-5.0,39108,16302,Labour,Abena Oppong-Asare,22246,Reform UK,Michael Pastor,5944,Conservative,Richard Mark,5564,Green,Sarah Barry,3482,Liberal Democrat,Pierce Chalmers,1872,Workers Party of Britain,Mohammed Shahed,1071.0,Independent,Diana Diamond,200.0,,,,,,,,,,,,,,,,,,
E14001230,Esher and Walton,73.0,74042,-3.9,53646,12003,Liberal Democrat,Monica Harding,28315,Conservative,John Cope,16312,Reform UK,Alastair Gray,4777,Labour,Yoel Gordon,2846,Green,Maciej Pawlik,1396,Social Democratic Party,Richard Bateson,234.0,,,,,,,,,,,,,,,,,,,,,
E14001231,Exeter,59.0,67840,-8.2,39535,11937,Labour,Steve Race,18225,Conservative,Tessa Tucker,6288,Green,Andrew Bell,5907,Reform UK,Lee Bunker,4914,Liberal Democrat,Will Aczel,4201,Independent,William Poulter,466.0,Independent,Robert Spain,194.0,,,,,,,,,,,,,,,,,,
E14001232,Exmouth and Exeter East,64.0,79983,-10.7,50138,121,Conservative,David Reed,14728,Labour,Helen Dallimore,14607,Liberal Democrat,Paul Arnott,11387,Reform UK,Garry Sutherland,7085,Green,Olly Davey,2331,Independent,Daniel Wilson,590.0,Independent,Peter Faithfull,454.0,Climate Party,Mark Baldwin,134.0,,,,,,,,,,,,,,,
S14000083,Falkirk,58.0,73584,-7.0,40352,4996,Labour,Euan Stainbank,18343,Scottish National Party,Toni Giugliano,13347,Conservative,James Bundy,3576,Reform UK,Keith Barrow,3375,Green,Rachel Kidd,1711,Liberal Democrat,Tim McKay,1092.0,Independent,Mark Tunnicliff,600.0,Alba,Zohaib Arshad,581.0,,,,,,,,,,,,,,,
E14001233,Fareham and Waterlooville,65.0,77691,-0.9,49696,6079,Conservative,Suella Braverman,17561,Labour,Gemma Furnivall,11482,Liberal Democrat,Bella Hewitt,9533,Reform UK,Kevan Chippindall-Higgin,9084,Green,Baz Marie,2036,Hampshire Independents,Robert Holliday,217.0,Rejoin EU,Edward Dean,210.0,,,,,,,,,,,,,,,,,,
E14001234,Farnham and Bordon,70.0,75918,-0.3,52594,1349,Conservative,Greg Stafford,18951,Liberal Democrat,Khalil Yousuf,17602,Labour,Alex Just,7328,Reform UK,Ged Hall,6217,Green,Claire Matthes,2496,Hampshire Independents,Don Jerrard,421.0,,,,,,,,,,,,,,,,,,,,,
E14001235,Faversham and Mid Kent,63.0,74301,-4.5,46423,1469,Conservative,Helen Whately,14816,Labour,Mel Dawkins,13347,Reform UK,Maxwell Harrison,9884,Green,Hannah Temple,4218,Liberal Democrat,Hannah Perkin,4158,British Democratic Party,Lawrence Rustem,171.0,,,,,,,,,,,,,,,,,,,,,
E14001236,Feltham and Heston,51.0,76983,-7.8,34208,7944,Labour,Seema Malhotra,16139,Conservative,Reva Gudi,8195,Reform UK,Prabhdeep Singh,5130,Green,Katharine Kandelaki,2543,Workers Party of Britain,Amrit Mann,2201,Liberal Democrat,Dhruv Sengupta,1821.0,Independent,Abdul Tramboo,1658.0,Independent,Ian Brown,454.0,Independent,Aysha Choudhury,373.0,Independent,Damian Read,373.0,,,,,,,,,
N05000007,Fermanagh and South Tyrone,66.0,77828,-3.6,50547,4571,Sinn Fein,Pat Cullen,24844,Ulster Unionist Party ,Diana Armstrong,20273,Alliance Party,Eddie Roofe,2420,Social Democratic & Labour Party,Paul Blake,2386,Cross-Community Labour Alternative,Gerry Cullen,624,Aontú,Carl Duffy,529.0,,,,,,,,,,,,,,,,,,,,,
