ons_id,name,turnout,registered_voters,turnout_change,total_votes,win_margin,1st_place_party,1st_place_candidate,1st_place_votes,2nd_place_party,2nd_place_candidate,2nd_place_votes,3rd_place_party,3rd_place_candidate,3rd_place_votes,4th_place_party,4th_place_candidate,4th_place_votes,5th_place_party,5th_place_candidate,5th_place_votes,6th_place_party,6th_place_candidate,6th_place_votes,7th_place_party,7th_place_candidate,7th_place_votes,8th_place_party,8th_place_candidate,8th_place_votes,9th_place_party,9th_place_candidate,9th_place_votes,10th_place_party,10th_place_candidate,10th_place_votes,11th_place_party,11th_place_candidate,11th_place_votes,12th_place_party,12th_place_candidate,12th_place_votes,13th_place_party,13th_place_candidate,13th_place_votes
E14001386,North Cotswolds,69.0,72513,-2.3,49781,3357,Conservative,Geoffrey Clifton-Brown,17426,Liberal Democrat,Paul Hodgkinson,14069,Labour,Anna Mainwaring,8593,Reform UK,Jason Preece,6502,Green,Chloe Turner,3191,Independent,Jean Blackbeard,448.0,,,,,,,,,,,,,,,,,,,,,
E14001387,North Devon,65.0,79068,-7.7,50597,6744,Liberal Democrat,Ian Roome,21820,Conservative,Selaine Saxby,15076,Reform UK,Nigel James,8137,Labour,Nicky Edwards,3216,Green,Cas Lay,2348,Independent,Stephen Cotten,820.0,,,,,,,,,,,,,,,,,,,,,
E14001388,North Dorset,68.0,72690,-5.8,49173,1589,Conservative,Simon Hoare,18208,Liberal Democrat,Gary Jackson,16619,Reform UK,Ash Leaning,7894,Labour,James Coldwell,4370,Green,Ken Huggins,2082,Independent,Si Adams,317.0,UK Independence Party,Jeff Taylor,119.0,Social Democratic Party,Daniel Woodruffe,74.0,,,,,,,,,,,,,,,
N05000013,North Down,59.0,73885,-2.1,43179,7305,Independent,Alex Easton,20913,Alliance Party,Stephen Farry,13608,Ulster Unionist Party ,Tim Collins,6754,Green,Barry McKee,1247,Social Democratic & Labour Party,Deirdre Vaughan,657,Independent,Chris Carter,117.0,,,,,,,,,,,,,,,,,,,,,
E14001389,North Durham,57.0,73235,-8.6,40317,5873,Labour,Luke Akehurst,16562,Reform UK,Andrew Husband,10689,Conservative,George Carter,6492,Liberal Democrat,Craig Martin,4208,Green,Sunny Moon-Schott,2366,Workers Party of Britain,Chris Bradburn,928.0,Social Democratic Party,Tom Chittenden,320.0,,,,,,,,,,,,,,,,,,
E14001390,North East Cambridgeshire,55.0,71511,-8.2,38028,7189,Conservative,Steve Barclay,16246,Reform UK,Chris Thornhill,9057,Labour,Javeria Hussain,8008,Liberal Democrat,David Chalmers,2716,Green,Andrew Crawford,2001,Independent,David Patrick,958.0,Workers Party of Britain,Clayton Payne,190.0,,,,,,,,,,,,,,,,,,
E14001391,North East Derbyshire,63.0,73139,-5.7,45758,1753,Labour,Louise Jones,17591,Conservative,Lee Rowley,15838,Reform UK,Andy Egginton,7899,Green,Frank Adlington-Stringer,2271,Liberal Democrat,Ross Shipman,2159,Freedom Alliance,Wesley Massumbukolt,108.0,,,,,,,,,,,,,,,,,,,,,
S14000100,North East Fife,61.0,69762,-12.9,41075,13479,Liberal Democrat,Wendy Chamberlain,23384,Scottish National Party,Stefan Hoggan-Radu,9905,Labour,Jennifer Gallagher,4026,Reform UK,Matthew Wren,2094,Conservative,Bill Bowman,1666,Green,Morven Ovenstone-Jones,1653.0,,,,,,,,,,,,,,,,,,,,,
E14001392,North East Hampshire,72.0,76975,-5.2,54877,634,Liberal Democrat,Alex Brewer,21178,Conservative,Ranil Jayawardena,20544,Reform UK,Paul Morton,6673,Labour,Bradley Phillips,5057,Green,Mohamed Miah,1425,Monster Raving Loony Party,Howling Laud Hope,340.0,Hampshire Independents,Duncan Stone,274.0,Libertarian Party,Alex Zychowski,69.0,,,,,,,,,,,,,,,
E14001393,North East Hertfordshire,68.0,77090,-3.9,52520,1923,Labour,Chris Hinchliff,18358,Conservative,Nikki da Costa,16435,Reform UK,Steve Adelantado,8462,Liberal Democrat,Ruth Brown,5463,Green,Vicky Burt,3802,,,,,,,,,,,,,,,,,,,,,,,,
E14001394,North East Somerset and Hanham,69.0,73887,-9.4,50683,5319,Labour,Dan Norris,20739,Conservative,Jacob Rees-Mogg,15420,Reform UK,Paul MacDonnell,7424,Liberal Democrat,Dine Romero,3878,Green,Edmund Cannon,3222,Independent,Nicholas Hales,231.0,Monster Raving Loony Party,Barmy Brunch,211.0,,,,,,,,,,,,,,,,,,
E14001395,North Herefordshire,69.0,72797,-7.6,50267,5894,Green,Ellie Chowns,21736,Conservative,Bill Wiggin,15842,Reform UK,Andy Dye,8048,Labour,Jon Browning,3205,Liberal Democrat,Cat Hornsey,1436,Social Democratic Party,Michael Guest,95.0,,,,,,,,,,,,,,,,,,,,,
E14001396,North Norfolk,66.0,71438,-7.0,47043,2585,Liberal Democrat,Steff Aquarone,19488,Conservative,Duncan Baker,16903,Reform UK,Jason Patchett,6368,Labour,Cathy Cordiner-Achenbach,2878,Green,Liz Dixon,1406,,,,,,,,,,,,,,,,,,,,,,,,
E14001397,North Northumberland,66.0,74132,-6.8,46720,5067,Labour,David Smith,17855,Conservative,Anne-Marie Trevelyan,12788,Reform UK,Katherine Hales,7688,Liberal Democrat,Natalie Younes,5169,Independent,Georgina Hill,3220,Green,Jan Rosen,1743.0,Independent,Michael Joyce,288.0,Social Democratic Party,Andrew Martin,92.0,,,,,,,,,,,,,,,
E14001398,North Shropshire,64.0,77594,-3.9,49461,15311,Liberal Democrat,Helen Morgan,26214,Conservative,Simon Baynes,10903,Reform UK,Mark Whittle,7687,Labour,Natalie Rowley,3423,Green,Craig Emery,1234,Independent,Samuel Cladingbowl,133.0,,,,,,,,,,,,,,,,,,,,,
E14001399,North Somerset,72.0,74426,-4.7,53633,639,Labour,Sadik Al-Hassan,19138,Conservative,Liam Fox,18499,Liberal Democrat,Ash Cartman,7121,Reform UK,Alexander Kokkinoftas,5602,Green,Oscar Livesey-Lodwick,3273,Workers Party of Britain,Suneil Basu,133.0,,,,,,,,,,,,,,,,,,,,,
E14001400,North Warwickshire and Bedworth,59.0,69752,-6.7,40940,2198,Labour,Rachel Taylor,14727,Conservative,Craig Tracey,12529,Reform UK,Paul Hopkins,10701,Green,Alison Wilson,1755,Liberal Democrat,Guy Burchett,1228,,,,,,,,,,,,,,,,,,,,,,,,
E14001401,North West Cambridgeshire,59.0,75915,-5.4,44424,39,Labour,Sam Carling,14785,Conservative,Shailesh Vara,14746,Reform UK,James Sidlow,8741,Liberal Democrat,Bridget Smith,3192,Green,Elliot Tong,2960,,,,,,,,,,,,,,,,,,,,,,,,
E14001402,North West Essex,68.0,79824,-4.4,52679,2610,Conservative,Kemi Badenoch,19360,Labour,Issy Waite,16750,Reform UK,Grant StClair-Armstrong,7668,Liberal Democrat,Smita Rajesh,6055,Green,Edward Gildea,2846,Independent,Andrew Green,852.0,Independent,Erik Bonino,699.0,Independent,Niko Omilana,156.0,,,,,,,,,,,,,,,
E14001403,North West Hampshire,65.0,78629,-3.4,50357,3288,Conservative,Kit Malthouse,17770,Labour,Andy Fitchet,14482,Reform UK,Andy Meacham,7734,Liberal Democrat,Luigi Gregori,7626,Green,Hina West,2745,Hampshire Independents,Phil Heath,466.0,,,,,,,,,,,,,,,,,,,,,
E14001404,North West Leicestershire,63.0,77757,-4.6,46868,1012,Labour,Amanda Hack,16871,Conservative,Craig Smith,15859,Reform UK,Noel Matthews,9678,Green,Carl Benfield,2831,Liberal Democrat,Alice Delemare,1629,Independent,Andrew Bridgen,1568.0,Independent,Siobhan Dillon,136.0,,,,,,,,,,,,,,,,,,
E14001405,North West Norfolk,60.0,74415,-4.7,44566,4954,Conservative,James Wild,16097,Labour,Tim Leaver,11143,Reform UK,Phil Walton,8697,Liberal Democrat,Rob Colwell,6492,Green,Michael de Whalley,2137,,,,,,,,,,,,,,,,,,,,,,,,
E14001406,Northampton North,55.0,75575,-12.2,39223,9014,Labour,Lucy Rigby,18209,Conservative,Dan Bennett,9195,Reform UK,Antony Antoniou,7010,Green,Eishar Bassan,2558,Liberal Democrat,Chris Leggett,2251,Workers Party of Britain,Khalid Razzaq,1531.0,Independent,Paul Clark,1059.0,,,,,,,,,,,,,,,,,,
E14001407,Northampton South,62.0,70393,-7.0,43510,4071,Labour,Mike Reader,16890,Conservative,Andrew Lewer,12819,Reform UK,Tony Owens,8210,Liberal Democrat,Jill Hope,3193,Green,Simon Sneddon,2398,Trade Unionist and Socialist Coalition,Katie Simpson,296.0,Climate Party,Penelope Tollitt,98.0,,,,,,,,,,,,,,,,,,
E14001408,Norwich North,62.0,73834,-8.6,45412,10850,Labour,Alice Macdonald,20794,Conservative,Charlotte Salomon,9944,Reform UK,Nick Taylor,8229,Green,Ben Price,4372,Liberal Democrat,Chika Akinwale,2073,Independent,Fiona Grace,353.0,,,,,,,,,,,,,,,,,,,,,
E14001409,Norwich South,59.0,76381,-11.0,44339,13239,Labour,Clive Lewis,21484,Green,Jamie Osborn,8245,Conservative,David Thomas,5806,Reform UK,Graham Burton,5227,Liberal Democrat,Sean Bennett,3577,Party of Women,Linda Law,455.0,Independent,Elizabeth Davey,301.0,,,,,,,,,,,,,,,,,,
E14001410,Nottingham East,53.0,69395,-7.0,33794,15162,Labour,Nadia Whittome,19494,Green,Rosemary Palmer,4332,Conservative,Johno Lee,3925,Reform UK,Debbie Stephens,3578,Workers Party of Britain,Issan Ghazni,2465,Liberal Democrat,Anita Prabharkar,1741.0,Independent,Naveed Rashid,494.0,Independent,Ali Khan,372.0,,,,,,,,,,,,,,,
E14001411,Nottingham North and Kimberley,48.0,73768,-10.3,35007,9427,Labour,Alex Norris,16480,Reform UK,Golam Kadiri,7053,Conservative,Caroline Henry,6787,Green,Sam Harvey,3351,Liberal Democrat,David Schmitz,1336,,,,,,,,,,,,,,,,,,,,,,,,
E14001412,Nottingham South,51.0,64255,-8.1,30782,10294,Labour,Lilian Greenwood,15579,Conservative,Zarmeena Quraishi,5285,Reform UK,Mykel Hedge,4936,Green,Cath Sutherland,2923,Liberal Democrat,Christina Morgan-Danvers,2059,Workers Party of Britain,Paras Ghazni,1496.0,Independent,Shaghofta Akhtar,449.0,Independent,Mohammed Sayeed,152.0,,,,,,,,,,,,,,,
E14001413,Nuneaton,57.0,71843,-6.8,40246,3479,Labour,Jodie Gosling,15216,Conservative,Marcus Jones,11737,Reform UK,Rob Howard,9059,Green,Keith Kondakor,2894,Liberal Democrat,Joy Salaja,1340,Workers Party of Britain,John Homer,967.0,,,,,,,,,,,,,,,,,,,,,
E14001414,Old Bexley and Sidcup,66.0,72290,-3.9,47184,3548,Conservative,Louie French,17910,Labour,Edward Jones,14362,Reform UK,Maxine Fothergill,10384,Green,Brad Davies,2601,Liberal Democrat,Adrian Hyyrylainen-Trett,1927,Rejoin EU,Laurent Williams,251.0,Independent,Andrew Still,198.0,,,,,,,,,,,,,,,,,,
E14001415,Oldham East and Saddleworth,55.0,72760,-8.1,36696,6357,Labour,Debbie Abrahams,14091,Reform UK,Jacob Barden,7734,Conservative,Tom Fish,6838,Workers Party of Britain,Shanaz Saddique,4647,Liberal Democrat,Sam Al-Hamdani,3386,Green,Fesl Reza Khan,1490.0,Independent,Paul Errock,1362.0,Independent,Nick Buckley,517.0,,,,,,,,,,,,,,,
E14001416,"Oldham West, Chadderton and Royton",51.0,75346,-8.7,34872,4976,Labour,Jim McMahon,13232,Independent,Zaffar Iqbal,8256,Reform UK,David Silbiger,6848,Conservative,Horatio Lovering,4066,Independent,Raja Miah,2470,Green,Samsuzzaman Syed,1857.0,Liberal Democrat,Hannah Kitching,1271.0,Independent,Tony Wilson,573.0,,,,,,,,,,,,,,,
S14000051,Orkney and Shetland,60.0,34236,-6.1,20102,7807,Liberal Democrat,Alistair Carmichael,11392,Scottish National Party,Robert Leslie,3585,Green,Alex Armitage,2046,Reform UK,Robert Smith,1586,Labour,Conor Savage,1493,Conservative,Shane Painter,586.0,,,,,,,,,,,,,,,,,,,,,
E14001417,Orpington,65.0,71203,-3.7,45833,5118,Conservative,Gareth Bacon,17504,Labour,Ju Owens,12386,Reform UK,Mark James,8896,Liberal Democrat,Graeme Casey,4728,Green,Seamus McCauley,2319,Social Democratic Party,John Bright,240.0,,,,,,,,,,,,,,,,,,,,,
E14001418,Ossett and Denby Dale,61.0,72312,-7.2,43063,4542,Labour,Jade Botterill,17232,Conservative,Mark Eastwood,12690,Reform UK,Sandra Senior,9224,Green,Neil Doig,2132,Liberal Democrat,James Wilkinson,1785,The Yorkshire Party,David Herdson,810.0,,,,,,,,,,,,,,,,,,,,,
E14001419,Oxford East,55.0,71845,-8.2,35174,14465,Labour,Anneliese Dodds,19541,Green,Sushila Dhall,5076,Conservative,Louise Brown,4739,Liberal Democrat,Theo Jupp,3437,Independent Oxford Alliance,David Henwood,2381,Independent,Amir Ali,1761.0,Workers Party of Britain,Zaid Marham,615.0,Independent,Jabu Nala-Hartley,600.0,Rejoin EU,Andrew Smith,425.0,Party of Women,Katherine Longthorp,337.0,Social Democratic Party,Benjamin Adams,232.0,Workers Revolutionary Party,Brandon French,197.0,,,
E14001420,Oxford West and Abingdon,65.0,71318,-9.0,45315,14894,Liberal Democrat,Layla Moran,23414,Conservative,Vinay Raniga,8520,Labour,Stephen Webb,5981,Reform UK,James Gunn,4164,Green,Chris Goodall,3236,Social Democratic Party,Anni Byard,259.0,Christian Peoples Alliance,Ian Shelley,256.0,Independent,Josh Phillips,168.0,,,,,,,,,,,,,,,
S14000101,Paisley and Renfrewshire North,58.0,71103,-8.5,40145,6333,Labour,Alison Taylor,19561,Scottish National Party,Gavin Newlands,13228,Reform UK,Andrew Scott,3228,Conservative,David McGonigle,2659,Green,Jen Bell,1469,Liberal Democrat,Grant Toghill,1374.0,,,,,,,,,,,,,,,,,,,,,
S14000102,Paisley and Renfrewshire South,58.0,71574,-8.3,39538,6527,Labour,Johanna Baxter,19583,Scottish National Party,Jacqueline Cameron,13056,Reform UK,Jim McIlroy,2956,Conservative,Alec Leishman,2219,Green,Athol Bond,1724,Liberal Democrat,Jack Clark,1315.0,Independent,Paul Mack,317.0,Freedom Alliance,Mark Turnbull,113.0,,,,,,,,,,,,,,,
E14001421,Peckham,54.0,72123,-8.8,37188,15228,Labour,Miatta Fahnbulleh,22813,Green,Claire Sheppard,7585,Liberal Democrat,David Watson,2724,Conservative,Ben Mascall,2276,Reform UK,Linda Purcell,1790,Independent,Jennifer Blake,555.0,Workers Revolutionary Party,Mariatu Kargbo,355.0,Rejoin EU,Alex Kerr,285.0,Yoruba Party in the UK,Olusola Oni,261.0,Independent,Stefan Harvey,153.0,,,,,,,,,
E14001422,Pendle and Clitheroe,59.0,78796,-3.7,44674,902,Labour,Jonathan Hinder,16129,Conservative,Andrew Stephenson,15227,Reform UK,Victoria Fletcher,8171,Independent,Zulfikar Khan,3108,Liberal Democrat,Anna Fryer,2039,Green,Lex Kristan,1421.0,Workers Party of Britain,Syed Hashmi,336.0,Rejoin EU,Christopher Thompson,190.0,Independent,Tony Johnson,133.0,,,,,,,,,,,,
E14001423,Penistone and Stocksbridge,62.0,70770,-7.3,43965,8739,Labour,Marie Tidball,19169,Conservative,Miriam Cates,10430,Reform UK,Edward Dillingham,9456,Liberal Democrat,Rob Reiss,2866,Green,Andy Davies,2044,,,,,,,,,,,,,,,,,,,,,,,,
E14001424,Penrith and Solway,63.0,77935,-9.5,48811,5257,Labour,Markus Campbell-Savours,19986,Conservative,Mark Jenkinson,14729,Reform UK,Matthew Moody,7624,Liberal Democrat,Julia Aglionby,4742,Green,Susan Denham-Smith,1730,Independent,Chris Johnston,195.0,Social Democratic Party,Shaun Long,156.0,Independent,Roy Ivinson,119.0,,,,,,,,,,,,,,,
S14000103,Perth and Kinross-shire,65.0,77261,-9.2,49398,4127,Scottish National Party,Pete Wishart,18928,Conservative,Luke Graham,14801,Labour,Graham Cox,9018,Liberal Democrat,Amanda Clark,3681,Reform UK,Helen McDade,2970,Independent,Sally Hughes,679.0,,,,,,,,,,,,,,,,,,,,,
E14001425,Peterborough,57.0,73378,-8.3,39690,118,Labour,Andrew Pakes,13418,Conservative,Paul Bristow,13300,Reform UK,Sue Morris,5379,Workers Party of Britain,Amjad Hussain,5051,Green,Nicola Day,2542,Liberal Democrat,Nick Sandford,1746.0,Christian Peoples Alliance,Tom Rogers,225.0,Independent,Zahid Khan,211.0,,,,,,,,,,,,,,,
E14001426,Plymouth Moor View,57.0,74724,-8.2,42856,5604,Labour,Fred Thomas,17665,Conservative,Johnny Mercer,12061,Reform UK,Shaun Hooper,9670,Liberal Democrat,Sarah Martin,1766,Green,Georgia Nelson,1694,,,,,,,,,,,,,,,,,,,,,,,,
E14001427,Plymouth Sutton and Devonport,56.0,75313,-11.1,40762,13328,Labour,Luke Pollard,20795,Reform UK,Peter Gold,7467,Conservative,Gareth Streeter,6873,Green,Cam Hayward,3186,Liberal Democrat,Holly Greenberry-Pullen,2441,Independent,Chaz Singh,619.0,Workers Party of Britain,Guy Haywood,311.0,Trade Unionist and Socialist Coalition,Alex Moore,220.0,Socialist Labour Party,Robert Hawkins,183.0,,,,,,,,,,,,
E14001428,"Pontefract, Castleford and Knottingley",48.0,74618,-8.5,35818,6630,Labour,Yvette Cooper,17089,Reform UK,John Thomas,10459,Conservative,Laura Weldon,5406,Green,Olli Watkins,1651,Liberal Democrat,Jamie Needle,1213,Social Democratic Party,Trevor Lake,139.0,,,,,,,,,,,,,,,,,,,,,
W07000106,Pontypridd,52.0,75951,-10.0,35665,8402,Labour,Alex Davies-Jones,16225,Reform UK,Steve Bayliss,7823,Plaid Cymru,Wil Rees,5275,Conservative,Jack Robson,3775,Independent,Wayne Owen,2567,Green,Angela Karadog,1865.0,Liberal Democrat,David Mathias,1606.0,Independent,Joe Biddulph,198.0,Independent,Jonathan Bishop,44.0,,,,,,,,,,,,
E14001429,Poole,61.0,72509,-6.2,43472,18,Labour,Neil Duncan-Jordan,14168,Conservative,Robert Syms,14150,Reform UK,Andrei Dragotoniu,7429,Liberal Democrat,Oliver Walters,5507,Green,Sarah Ward,2218,Independent,Joe Cronin,698.0,UK Independence Party,Leanne Barnes,325.0,,,,,,,,,,,,,,,,,,
E14001430,Poplar and Limehouse,51.0,84469,-17.1,37991,12560,Labour,Apsana Begum,18535,Green,Nathalie Bienfait,5975,Conservative,Freddie Downing,4738,Independent,Ehtashamul Haque,4554,Liberal Democrat,Richard Flowers,4189,Reform UK,Tony Glover,3403.0,Workers Party of Britain,Kamran Khan,1463.0,Social Democratic Party,Manny Lawal,194.0,,,,,,,,,,,,,,,
E14001431,Portsmouth North,59.0,70446,-4.9,41593,780,Labour,Amanda Martin,14495,Conservative,Penny Mordaunt,13715,Reform UK,Melvyn Todd,8501,Liberal Democrat,Simon Dodd,3031,Green,Duncan Robinson,1851,,,,,,,,,,,,,,,,,,,,,,,,
E14001432,Portsmouth South,53.0,73711,-11.1,38195,13155,Labour,Stephen Morgan,18857,Reform UK,Mark Zimmer,5702,Conservative,Signe Biddle,5643,Liberal Democrat,Charlie Murphy,4886,Green,Elliott Lee,3107,Portsmouth Independent Party,Jacob Short,733.0,,,,,,,,,,,,,,,,,,,,,
E14001433,Preston,52.0,77608,-7.6,36866,5291,Labour,Mark Hendrick,14006,Independent,Michael Lavalette,8715,Reform UK,James Elliot,5738,Conservative,Trevor Hart,5212,Liberal Democrat,Neil Darby,3195,Green,Isabella Metcalf-Riener,1751.0,Independent,Yousuf Bhailok,891.0,Rejoin EU,Joseph O'Meachair,216.0,Alliance for Democracy and Freedom,David Brooks,145.0,UK Independence Party,Derek Killeen,124.0,,,,,,,,,
E14001434,Putney,59.0,72614,-17.1,42015,10941,Labour,Fleur Anderson,20952,Conservative,Lee Roberts,10011,Liberal Democrat,Kieren McCarthy,5189,Green,Fergal McEntee,3182,Reform UK,Peter Hunter,2681,Workers Party of Britain,Heiko Khoo,433.0,Rejoin EU,Felix Burford-Connole,289.0,,,,,,,,,,,,,,,,,,
E14001435,Queen's Park and Maida Vale,51.0,75558,-8.8,35950,14913,Labour,Georgia Gould,20126,Green,Vivien Lichtenstein,5213,Conservative,Samia Hersi,5088,Liberal Democrat,Helen Baxter,3417,Reform UK,Angela Carter-Begbie,2106,Workers Party of Britain,Irakli Menabde,1792.0,Independent,Abby Jan Dharamsi,601.0,,,,,,,,,,,,,,,,,,
E14001436,Rawmarsh and Conisbrough,49.0,69132,-8.7,33636,6908,Labour,John Healey,16612,Reform UK,Adam Wood,9704,Conservative,Oliver Harvey,4496,Green,Tom Hill,1687,Liberal Democrat,Paul Horton,1137,Workers Party of Britain,Robert Watson,268.0,,,,,,,,,,,,,,,,,,,,,
E14001437,Rayleigh and Wickford,63.0,76576,-6.6,47978,5621,Conservative,Mark Francois,17756,Reform UK,Grant Randall,12135,Labour,James Hedges,11823,Liberal Democrat,Stewart Mott,4068,Green,Chris Taylor,2196,,,,,,,,,,,,,,,,,,,,,,,,
E14001438,Reading Central,62.0,73600,-10.8,44843,12637,Labour,Matt Rodda,21598,Conservative,Raj Singh,8961,Green,Dave McElroy,6417,Liberal Democrat,Henry Wright,3963,Reform UK,Andrew Williams,3904,Independent,Michael Turberville,227.0,Trade Unionist and Socialist Coalition,Adam Gillman,221.0,,,,,,,,,,,,,,,,,,
E14001439,Reading West and Mid Berkshire,68.0,68786,-2.9,45717,1361,Labour,Olivia Bailey,16273,Conservative,Ross Mackinnon,14912,Reform UK,Kate Bosley,6260,Liberal Democrat,Helen Belcher,5103,Green,Carolyne Culver,3169,Independent,Adrian Abbs,562.0,Independent,Adie Peppiatt,272.0,,,,,,,,,,,,,,,,,,
E14001440,Redcar,54.0,70241,-8.3,38031,3323,Labour,Anna Turley,15663,Conservative,Jacob Young,12340,Reform UK,John Davies,7216,Liberal Democrat,Chris Jones,1542,Green,Ruth Hatton,1270,Social Democratic Party,Gary Conlin,169.0,,,,,,,,,,,,,,,,,,,,,
E14001441,Redditch,60.0,71038,-8.2,41610,789,Labour,Chris Bloore,14810,Conservative,Rachel Maclean,14021,Reform UK,Julie Allison,8516,Liberal Democrat,Andrew Fieldsend-Roxborough,2165,Green,David Thain,2098,Workers Party of Britain,Amin,765.0,,,,,,,,,,,,,,,,,,,,,
E14001442,Reigate,69.0,77101,-1.3,53161,3187,Conservative,Rebecca Paul,18822,Labour,Stuart Brady,15635,Reform UK,Joseph Fox,7240,Liberal Democrat,Mark Johnston,6773,Green,Jonathan Essex,4691,,,,,,,,,,,,,,,,,,,,,,,,
W07000107,Rhondda and Ogmore,48.0,74493,-9.7,34871,7790,Labour,Chris Bryant,17118,Reform UK,Darren James,9328,Plaid Cymru,Owen Cutler,5198,Conservative,Adam Robinson,2050,Green,Christine Glossop,1177,Liberal Democrat,Gerald Francis,935.0,,,,,,,,,,,,,,,,,,,,,
E14001443,Ribble Valley,65.0,80484,-4.1,50750,856,Labour,Maya Ellis,18177,Conservative,Nigel Evans,17321,Reform UK,John Carroll,8524,Liberal Democrat,John Potter,5001,Green,Caroline Montague,1727,Independent,Qasim Ajmi,1273.0,,,,,,,,,,,,,,,,,,,,,
E14001445,Richmond Park,76.0,68103,-3.1,50935,17155,Liberal Democrat,Sarah Olney,28528,Conservative,Sara Gezdari,11373,Labour,Laura Coryton,5048,Reform UK,Michael Hearn,3258,Green,Chas Warlow,2728,The Mitre TW9,Chris French,349.0,Social Democratic Party,Richard Harrison,233.0,,,,,,,,,,,,,,,,,,
E14001444,Richmond and Northallerton,66.0,73888,-5.6,47455,12185,Conservative,Rishi Sunak,23059,Labour,Tom Wilson,10874,Reform UK,Lee Taylor,7142,Liberal Democrat,Daniel Callaghan,4322,Green,Kevin Foster,2058,Count Binface Party,Count Binface,308.0,Independent,Brian Richmond,222.0,Independent,Niko Omilana,160.0,The Yorkshire Party,Rio Goldhammer,132.0,Monster Raving Loony Party,Sir Archibald Stanton,99.0,Workers Party of Britain,Louise Dickens,90.0,Independent,Angie Campion,33.0,Independent,Jason Barnett,27.0
E14001446,Rochdale,56.0,71264,-3.0,38476,1440,Labour,Paul Waugh,13027,Workers Party of Britain,George Galloway,11587,Reform UK,Michael Howard,6773,Conservative,Paul Ellison,4273,Liberal Democrat,Andy Kelly,2816,Green,Martyn Savin,1212.0,,,,,,,,,,,,,,,,,,,,,
E14001447,Rochester and Strood,57.0,74257,-4.5,42163,2930,Labour,Lauren Edwards,15403,Conservative,Kelly Tolhurst,12473,Reform UK,Daniel Dabin,9966,Green,Cat Jamieson,2427,Liberal Democrat,Graham Colley,1894,Workers Party of Britain,John Innes,245.0,Heritage Party,Peter Burch,190.0,,,,,,,,,,,,,,,,,,
E14001448,Romford,60.0,72978,-5.2,42954,1463,Conservative,Andrew Rosindell,15339,Labour,Andrew Achilleos,13876,Reform UK,Philip Hyde,9624,Green,David Hughes,2220,Liberal Democrat,Thomas Clarke,1895,Workers Party of Britain,Zhafaran Qayum,898.0,English Constitution Party,Colin Birch,195.0,,,,,,,,,,,,,,,,,,
E14001449,Romsey and Southampton North,70.0,71871,-4.5,49844,2191,Conservative,Caroline Nokes,19893,Liberal Democrat,Geoff Cooper,17702,Reform UK,Paul Barrett,5716,Labour,Christie Lambert,4640,Green,Connor Shaw,1893,Independent,Fennie Yap,183.0,,,,,,,,,,,,,,,,,,,,,
E14001450,Rossendale and Darwen,60.0,74440,-7.0,44127,5628,Labour,Andy MacNae,18247,Conservative,Jake Berry,12619,Reform UK,Daniel Matchett,9695,Green,Bob Bauld,2325,Liberal Democrat,Rowan Fitton,1241,Workers Party of Britain,Tayab Ali,491.0,,,,,,,,,,,,,,,,,,,,,
